route_id,agency_id,route_short_name,route_long_name,route_type
2024,UT5,186,Argoncilhe (Escola) - Espinho (Hospital),3
2026,UT5,147,S. João da Madeira (CCT) - Parque das Camélias (pela A1),3
2027,UT5,149,S. Maria da Feira (Zona Comercial) - Nogueira da Regedoura,3
2028,UT5,160,Carrascal - Espinho (Hospital),3
2029,UT5,148,S. Maria da Feira (Centro) - Carvalhos (Esc. Padre António Luís Moreira),3
2030,UT5,166,Ovar (Arada) - Espinho (Hospital),3
2031,UT5,189,S. M. Feira (Zona Comercial) - Espinho (Hospital),3
2032,UT5,185,Lamas - Sandim,3
2033,UT5,168,Lamas - Espinho (Hospital) (via Anta),3
2034,UT5,188,Cabeçais - S. João da Madeira (CCT),3
2035,UT5,159,S. João da Madeira (CCT) - Pessegueiro do Vale,3
2036,UT5,144,S. João da Madeira (CCT) - Ovar (Estação) (por S. Maria da Feira),3
2037,UT5,161,S. Maria da Feira (Souto) - S. Maria da Feira (Biblioteca) (via Travanca),3
2038,UT5,146,S. Maria da Feira (Souto) - S. Maria da Feira (Biblioteca) (via Mosteirô),3
2040,UT5,153,S. João da Madeira (CCT) - S. Maria da Feira (Hospital) (via Mosteirô Z.I.),3
2041,UT5,181,Mosteirô - Cavaco,3
2042,UT5,142,Cavaco - Lamas,3
2043,UT5,171,Monte Grande (Zona Industrial) - Espinho (Hospital),3
2044,UT5,172,Areias - S. Maria da Feira (Esc. Corga),3
2045,UT5,174,Guisande - Lourosa/Fiães (Interface),3
2046,UT5,169,Nogueira da Regedoura - Boavista (Casa da Musica) (pela A1),3
2047,UT5,176,S. Maria da Feira (Zona Comercial) - Cortegaça,3
2048,UT5,177,Cabeçais - Lourosa/Fiães (Interface),3
2049,UT5,178,Lourosa/Fiães (Interface) - Argoncilhe (Escola),3
2050,UT5,180,Mota - Canedo (Escola),3
2051,UT5,173,Argoncilhe (Escola) - Vendas de Grijó,3
2052,UT5,175,Argoncilhe - Espinho (Hospital),3
2053,UT5,415,Duas Igrejas - Milheirós de Poiares,3
2054,UT5,430,Circular | S. Maria da Feira (Zona Comercial) (via Europarque),3
2056,UT5,431,Romariz - S. Maria da Feira (Hospital) (via Milheirós de Poiares),3
2057,UT5,498,Fiães (Escola) - Argoncilhe (Escola),3
2058,UT5,499,Canedo (Escola) - Fiães (Escola),3
2100,UT5,417,Transfeira,3
